American Amicable,WL,Security Solution,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0
American Amicable,IUL,Intelligent Choice IUL,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0
American Amicable,UL,SecureLife Plus Ages (0-60),50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,140.0,145.0
American Amicable,UL,SecureLife Plus Ages (61-80),35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0
American Amicable,WL,Senior / Family Choice (Immediate) Ages 80-85,61.0,63.0,64.0,66.0,67.0,69.0,70.0,72.0,73.0,75.0,76.0,78.0,79.0,81.0,82.0,84.0,85.0,87.0,88.0,90.0
American Amicable,WL,Senior / Family Choice (Graded) Ages 0-79,14.0,19.0,24.0,29.0,34.0,39.0,44.0,49.0,54.0,59.0,64.0,69.0,74.0,79.0,84.0,89.0,94.0,99.0,104.0,109.0
American Amicable,WL,Senior / Family Choice (Graded) Ages 80-85,61.0,63.0,64.0,66.0,67.0,69.0,70.0,72.0,73.0,75.0,76.0,78.0,79.0,81.0,82.0,84.0,85.0,87.0,88.0,90.0
American Amicable,TL,SafeCare Term 10 Year,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0
American Amicable,TL,SafeCare Term 15 Year,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0
American Amicable,TL,SafeCare Term 20 & 30 Year,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,140.0,145.0
American Amicable,TL,Term Made Simple 10,52.0,54.0,56.0,58.0,60.0,62.0,64.0,66.0,68.0,70.0,72.0,74.0,76.0,78.0,80.0,82.0,84.0,86.0,88.0,90.0
American Amicable,TL,Term Made Simple 15,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0
American Amicable,TL,Term Made Simple 20 & 30,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0
American Amicable,FEWL,Platinum Solution Legacy / Family Plan Ages 0-79,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0
American Amicable,FEWL,Platinum Solution Legacy / Family Plan Ages 80-85,51.0,53.0,55.0,57.0,59.0,61.0,63.0,65.0,67.0,69.0,71.0,73.0,75.0,77.0,79.0,81.0,83.0,85.0,87.0,89.0
American Amicable,TL,OBA Term,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0
American Amicable,WL,Senior / Family Choice (Immediate) Ages 0-79,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0
Baltimore Life,,AWAITING REAL DATA - Brayden to confirm with a Baltimore Life-appointed agent,,,,,,,,,,,,,,,,,,
Aflac,,AWAITING REAL DATA - Brayden to confirm with an Aflac-appointed agent,,,,,,,,,,,,,,,,,,
Chubb,,AWAITING REAL DATA - Brayden to confirm with a Chubb-appointed agent,,,,,,,,,,,,,,,,,,
